name,price,image_url,product_url,gender,piece_type,subtype,fit,style,season,main_color,palette_tags
Amazon Essentials Women's Lightweight V-Neck Cardigan Sweater,15.9,https://m.media-amazon.com/images/I/81QZiplLbxL._AC_SX569_.jpg,https://amzn.to/4oK0UAe,female,top,cardigan,regular,casual,fall,#5C342B,"['warm', 'dark']"
Oversized Tshirts for Women Summer Short Sleeve Round Neck Graphic Tee Shirt,9.99,https://m.media-amazon.com/images/I/71kEsFfEUKL._AC_SY741_.jpg,https://amzn.to/4fQBDQK,female,top,t-shirt,oversized,casual,summer,#000000,"['dark', 'cool']"
Tankaneo Womens Front Knotted V-Neck Blouse T Shirt Short Sleeve Oversized Tunic Tops Summer Solid Pullover Tees,14.99,https://m.media-amazon.com/images/I/71u8wKnGTWL._AC_SY741_.jpg,https://amzn.to/47LL5Tu,female,top,t-shirt,regular,casual,summer,#6B3B4A,"['warm', 'dark']"
Tankaneo Womens Front Knotted V-Neck Blouse T Shirt Short Sleeve Oversized Tunic Tops Summer Solid Pullover Tees,14.99,https://m.media-amazon.com/images/I/71d-KBd7sQL._AC_SY741_.jpg,https://amzn.to/4mzZsPC,female,top,t-shirt,regular,casual,spring,#6e6e6e,"['cool', 'dark']"
Tankaneo Womens Front Knotted V-Neck Blouse T Shirt Short Sleeve Oversized Tunic Tops Summer Solid Pullover Tees,14.99,https://m.media-amazon.com/images/I/71cAAlWlcaL._AC_SY741_.jpg,https://amzn.to/41mCgvz,female,top,t-shirt,regular,casual,summer,#2F5AB8,"['cool', 'dark']"
Trendy Queen Long Sleeve Shirts for Women 2025 Fall Fashion V Neck Basics Crop Tops Slim Fitted Y2K Tops Outfits Clothes,8.98,https://m.media-amazon.com/images/I/712VaEjm+lL._AC_SY741_.jpg,https://amzn.to/4oSkytV,female,top,long sleeve t-shirt,slim,casual,fall,#000000,"['cool', 'dark']"
Trendy Queen Long Sleeve Shirts for Women 2025 Fall Fashion V Neck Basics Crop Tops Slim Fitted Y2K Tops Outfits Clothes,12.98,https://m.media-amazon.com/images/I/71Rh23BUEUL._AC_SY741_.jpg,https://amzn.to/41UTArB,female,top,long sleeve shirt,slim,casual,fall,#6B7B4A,"['cool', 'dark']"
Trendy Queen Long Sleeve Shirts for Women 2025 Fall Fashion V Neck Basics Crop Tops Slim Fitted Y2K Tops Outfits Clothes,11.69,https://m.media-amazon.com/images/I/71VpmZd2InL._AC_SY741_.jpg,https://amzn.to/45PeIAP,female,top,long sleeve t-shirt,slim,casual,autumn,#466a78,"['cool', 'dark']"
Trendy Queen Long Sleeve Shirts for Women 2025 Fall Fashion V Neck Basics Crop Tops Slim Fitted Y2K Tops Outfits Clothes,11.98,https://m.media-amazon.com/images/I/71Wwy7EMa9L._AC_SY741_.jpg,https://amzn.to/3UMzQTd,female,top,long_sleeve_tshirt,tight,casual,autumn,#7B2F44,"['warm', 'dark']"
"Hanes Women's Sport Cool DRI Polo Shirt, Moisture-Wicking Performance Polo Shirt for Women",12.0,https://m.media-amazon.com/images/I/81DmdFsxjaL._AC_SX679_.jpg,https://amzn.to/3VpWlNX,female,top,polo shirt,regular,casual,summer,#E31B23,"['warm', 'light']"
MEROKEETY Women's Summer Short Sleeve Shirt Casual Colourful Striped Crewneck Loose Tops Blouse,14.81,https://m.media-amazon.com/images/I/71+ed4eCqcL._AC_SY741_.jpg,https://amzn.to/4mTwBVW,female,top,t-shirt,loose,casual,spring,#8B5E3C,"['warm', 'dark']"
Zeagoo Womens Button Down Shirts Long Sleeve V Neck Tops Wrinkle Free Collared Work Office Solid Blouses Corset Tops,9.99,https://m.media-amazon.com/images/I/81FmC0RK2SL._AC_SX569_.jpg,https://amzn.to/47L5BDM,female,top,shirt,regular,business casual,spring,#a9c0e8,"['cool', 'light']"
Zeagoo Womens Button Down Shirts Long Sleeve V Neck Tops Wrinkle Free Collared Work Office Solid Blouses Corset Tops,12.99,https://m.media-amazon.com/images/I/61dks66qT1L._AC_SX569_.jpg,https://amzn.to/45Bc4Qv,female,top,shirt,regular,classic,all,#FFFFFF,"['light', 'cool']"
Zeagoo Womens Button Down Shirts Long Sleeve V Neck Tops Wrinkle Free Collared Work Office Solid Blouses Corset Tops,12.99,https://m.media-amazon.com/images/I/71fF-fyvRWL._AC_SX569_.jpg,https://amzn.to/47P1Woz,female,top,shirt,regular,casual,spring,#a9c6e8,"['cool', 'light']"
Zeagoo Womens Button Down Shirts Long Sleeve V Neck Tops Wrinkle Free Collared Work Office Solid Blouses Corset Tops,9.99,https://m.media-amazon.com/images/I/81KpDUFIkGL._AC_SX569_.jpg,https://amzn.to/45yuZeE,female,top,shirt,regular,casual,spring,#3a7bbf,"['cool', 'light']"
Timeson Women's 3/4 Sleeve Tops Dressy Casual Business Work Blouses Chiffon Shirts,18.99,https://m.media-amazon.com/images/I/81nFW8i4nzL._AC_SX569_.jpg,https://amzn.to/45SofXO,female,top,blouse,regular,casual,spring,#d32f2f,"['warm', 'dark']"
Timeson Women's 3/4 Sleeve Tops Dressy Casual Business Work Blouses Chiffon Shirts,24.29,https://m.media-amazon.com/images/I/71z76wO4ywL._AC_SX569_.jpg,https://amzn.to/3UM8KM1,female,top,blouse,regular,casual,spring,#8B1A1A,"['warm', 'dark']"
Timeson Women's 3/4 Sleeve Tops Dressy Casual Business Work Blouses Chiffon Shirts,24.29,https://m.media-amazon.com/images/I/71PUjpOXN4L._AC_SX569_.jpg,https://amzn.to/4oTFjFv,female,top,blouse,regular,casual,spring,#2F4F2F,"['cool', 'dark']"
Timeson Women's 3/4 Sleeve Tops Dressy Casual Business Work Blouses Chiffon Shirts,25.99,https://m.media-amazon.com/images/I/81HUthgpGnL._AC_SX569_.jpg,https://amzn.to/4mvRCpZ,female,top,blouse,loose,casual,spring,#d87a7f,"['warm', 'light']"
AUTOMET Womens Tops Short Sleeve T-Shirts Blouses Dressy Casual Business Puff Pleated Summer Fashion 2025 Basic Comfy,11.99,https://m.media-amazon.com/images/I/715lBfflhrL._AC_SY741_.jpg,https://amzn.to/3HwQAuR,female,top,blouse,regular,casual,autumn,#A0522D,"['warm', 'dark']"
AUTOMET Womens Tops Short Sleeve T-Shirts Blouses Dressy Casual Business Puff Pleated Summer Fashion 2025 Basic Comfy Clothes,11.99,https://m.media-amazon.com/images/I/71dsgvKe5PL._AC_SY741_.jpg,https://amzn.to/4mzPttF,female,top,blouse,regular,casual,spring,#6ca0a3,"['cool', 'light']"
AUTOMET Womens Tops Short Sleeve T-Shirts Blouses Dressy Casual Business Puff Pleated Summer Fashion 2025 Basic Comfy Clothes,9.99,https://m.media-amazon.com/images/I/61zKcbaj3SL._AC_SY741_.jpg,https://amzn.to/4lW4Hbi,female,top,blouse,regular,casual,spring,#E6E9EE,"['cool', 'light']"
"Hanes Perfect-T Crewneck T-Shirt, Lightweight Cotton Short Sleeve Tee for Women",10.0,https://m.media-amazon.com/images/I/61yn9JIci6L._AC_SX679_.jpg,https://amzn.to/4lLM3CQ,female,top,t-shirt,regular,casual,summer,#000000,"['cool', 'dark']"
Amazon Essentials Women's Regular-Fit Twist Sleeve Crewneck T-Shirt,7.9,https://m.media-amazon.com/images/I/81rTA6jzA7S._AC_SX569_.jpg,https://amzn.to/421MlhD,female,top,t-shirt,regular,casual,summer,#d3d3d3,"['cool', 'light']"
Amazon Essentials Women's Regular-Fit Twist Sleeve Crewneck T-Shirt,7.9,https://m.media-amazon.com/images/I/71uVf75hjML._AC_SX679_.jpg,https://amzn.to/3UOAFej,female,top,t-shirt,regular,casual,summer,#FFFFFF,"['light', 'cool']"
G4Free Yoga Pants Women Wide Leg Pants with Pockets High Waist Stretch Dress Casual Sweatpants Petite/Regular/Tall,26.35,https://m.media-amazon.com/images/I/51FbAdOJGaL._AC_SX569_.jpg,https://amzn.to/3VpXJ37,female,bottom,pants,wide-leg,casual,all,#000000,"['dark', 'cool']"
G4Free Yoga Pants Women Wide Leg Pants with Pockets High Waist Stretch Dress Casual Sweatpants Petite/Regular/Tall,31.44,https://m.media-amazon.com/images/I/71yg9KoUwkL._AC_SX569_.jpg,https://amzn.to/4oUo0nU,female,bottom,pants,wide,casual,all,#2c3e6a,"['cool', 'dark']"
G4Free Yoga Pants Women Wide Leg Pants with Pockets High Waist Stretch Dress Casual Sweatpants Petite/Regular/Tall,36.99,https://m.media-amazon.com/images/I/61-4DZBRXCL._AC_SX569_.jpg,https://amzn.to/4mvShrt,female,bottom,pants,wide,casual,all,#7B2B2B,"['warm', 'dark']"
Lee Women's Legendary Mid Rise Flare Jean,26.0,https://m.media-amazon.com/images/I/71XsNC0QW+L._AC_SY741_.jpg,https://amzn.to/4g0mCfC,female,bottom,jeans,flare,casual,all,#5a7dbd,"['cool', 'dark']"
Lee Women's Legendary Mid Rise Flare Jean,29.99,https://m.media-amazon.com/images/I/61zG5RvUenL._AC_SY741_.jpg,https://amzn.to/4mtziOl,female,bottom,flare jeans,high-waisted,casual,all,#000000,"['dark', 'cool']"
Lee Women's Legendary Mid Rise Flare Jean,32.2,https://m.media-amazon.com/images/I/61S4xI-ireL._AC_SY741_.jpg,https://amzn.to/4n0TNlk,female,bottom,jeans,flare,casual,all,#4a4a4a,"['cool', 'dark']"
TARSE Womens Linen Wide Leg Pants Casual Loose Drawstring Summer Beach Travel Vacation Palazzo Harem Pants with Pockets,28.99,https://m.media-amazon.com/images/I/61bG9EgcRuL._AC_SY741_.jpg,https://amzn.to/3HN9gqf,female,bottom,pants,loose,casual,summer,#8B7D6B,"['warm', 'light']"
TARSE Womens Linen Wide Leg Pants Casual Loose Drawstring Summer Beach Travel Vacation Palazzo Harem Pants with Pockets,28.99,https://m.media-amazon.com/images/I/61VcBjwI-DL._AC_SX569_.jpg,https://amzn.to/4lGZd3P,female,bottom,pants,loose,casual,summer,#000000,"['dark', 'cool']"
High Waisted-Rise Colored Stretch Skinny Destroyed Ripped Distressed Jeans for Women Olive Mustard RED,24.99,https://m.media-amazon.com/images/I/81RIU3eWeuL._AC_SY741_.jpg,https://amzn.to/3VpYlpr,female,bottom,jeans,skinny,casual,spring,#c2b28a,"['warm', 'light']"
High Waisted-Rise Colored Stretch Skinny Destroyed Ripped Distressed Jeans for Women Olive Mustard RED,27.99,https://m.media-amazon.com/images/I/815Mw1duxVL._AC_SY741_.jpg,https://amzn.to/4n4XI0E,female,bottom,jeans,skinny,casual,spring,#8ab9d6,"['cool', 'light']"
High Waisted-Rise Colored Stretch Skinny Destroyed Ripped Distressed Jeans for Women Olive Mustard RED,27.99,https://m.media-amazon.com/images/I/61kA0emzR4L._AC_SY741_.jpg,https://amzn.to/45CFH3T,female,bottom,jeans,skinny,casual,all,#2a5a8a,"['cool', 'dark']"
KUNMI Womens Classic High Waisted Skinny Stretch Butt Lifting Jeans Slim Fit Denim Pants,36.99,https://m.media-amazon.com/images/I/61F3GTUI-ZL._AC_SY741_.jpg,https://amzn.to/47xw87N,female,bottom,jeans,skinny,casual,all,#1a2e4a,"['cool', 'dark']"
KUNMI Womens Classic High Waisted Skinny Stretch Butt Lifting Jeans Slim Fit Denim Pants,36.99,https://m.media-amazon.com/images/I/71uLTwYGDNL._AC_SY741_.jpg,https://amzn.to/3HxlXp8,female,bottom,jeans,skinny,casual,all,#5a7dbd,"['cool', 'light']"
KUNMI Womens Classic High Waisted Skinny Stretch Butt Lifting Jeans Slim Fit Denim Pants,36.99,https://m.media-amazon.com/images/I/61CMJ15fg+L._AC_SY741_.jpg,https://amzn.to/4fRAoRn,female,bottom,jeans,skinny,casual,spring,#add8e6,"['cool', 'light']"
"Hanes Women’s EcoSmart Fleece Petite Sweatpants, Open Bottom Sweatpants, Petite, 28.5''",7.53,https://m.media-amazon.com/images/I/81rQv4+mb+L._AC_SX569_.jpg,https://amzn.to/3HuFPcx,female,bottom,sweatpants,regular,casual,all,#C8C8C8,"['cool', 'light']"
"Hanes Women’s EcoSmart Fleece Petite Sweatpants, Open Bottom Sweatpants, Petite, 28.5''",15.0,https://m.media-amazon.com/images/I/81ecDIev80L._AC_SX569_.jpg,https://amzn.to/4mynCd4,female,bottom,pants,loose,casual,all,#2f2f2f,"['dark', 'cool']"
Women Flowy Pants Drawstring Waist Wide Leg Palazzo Beach Pants Loose Fit with Pockets,19.9,https://m.media-amazon.com/images/I/61zzEv5HPDL._AC_SY741_.jpg,https://amzn.to/3HSHw3o,female,bottom,wide-leg pants,loose,casual,spring,#b78a8f,"['warm', 'light']"
Women Flowy Pants Drawstring Waist Wide Leg Palazzo Beach Pants Loose Fit with Pockets,19.9,https://m.media-amazon.com/images/I/71x9Yf2YSvL._AC_SY741_.jpg,https://amzn.to/4oKhgsC,female,bottom,wide-leg pants,loose,casual,spring/summer,#9bb3bd,"['cool', 'light']"
Women Flowy Pants Drawstring Waist Wide Leg Palazzo Beach Pants Loose Fit with Pockets,28.7,https://m.media-amazon.com/images/I/81Jze17+RlL._AC_SY741_.jpg,https://amzn.to/4myPUUR,female,bottom,pants,loose,casual,summer,#a3c6d9,"['cool', 'light']"
ANRABESS Boxer Shorts for Women Gingham Pajama 2025 Summer Casual Lounge Sleep Plaid Shorts Y2K Beach Bottoms,12.99,https://m.media-amazon.com/images/I/81avhZ6nqhL._AC_SY741_.jpg,https://amzn.to/4mzgltu,female,bottom,shorts,regular,casual,summer,#f4c2c2,"['warm', 'light']"
ANRABESS Boxer Shorts for Women Gingham Pajama 2025 Summer Casual Lounge Sleep Plaid Shorts Y2K Beach Bottoms,16.66,https://m.media-amazon.com/images/I/91FSW49IjjL._AC_SY741_.jpg,https://amzn.to/4oKnfO6,female,bottom,shorts,regular,casual,summer,#7a8db9,"['cool', 'light']"
PRETTYGARDEN Womens Pants Dressy Casual Wide Leg Graphic Print Lounge Pants Women Comfy High Waist Pleated Palazzo Pants,39.98,https://m.media-amazon.com/images/I/61oKRZMmMvL._AC_SY741_.jpg,https://amzn.to/4fYbu2H,female,bottom,pants,wide-leg,casual,spring,#000000,"['cool', 'dark']"
